,x,y,w,h,gray,label
245,298,216,84,22,155.74,1
246,421,328.5,116,43,74.63,0
246,371,281.5,70,23,99.37,0
246,115.5,201.5,57,21,131.65,0
246,297.08,175,119.98,30.36,114.66,1
247,294,207,68,24,153.11,1
247,105.5,50.5,65,27,86.46,0
247,101.5,17,95,34,137.4,0
248,173.5,233.5,67,27,79.26,1
248,116.5,143,63,28,27.35,0
249,212.5,190,65,20,50.41,1
250,390,465,66,22,166.46,0
250,33.5,358.5,67,31,59.32,0
250,246.5,201.5,101,33,124.6,1
250,107.5,93,55,26,100.86,0
251,204,212,84,24,151.05,1
252,135.5,463.5,81,25,79.11,0
252,269,376.5,56,27,61.35,0
252,194.5,203,91,26,125.89,1
252,36,9,72,18,226.88,0
253,209.5,236,59,20,139.42,1
253,281.5,9.5,91,19,179.88,0
254,397,228,66,26,121.2,0
254,202,225,66,20,129.66,1
254,300,203.5,84,27,102.38,0
254,370,171.5,92,43,131.69,0
254,282.5,158,55,20,80.74,0
254,96.5,145,61,22,160.8,0
255,231.5,222.5,77,19,112.72,1
255,70.28,170.95,144.53,34.52,90.15,0
255,198.5,110,53,22,150.06,0
256,426,228.5,80,29,173.77,0
256,235.5,217.5,59,19,74.9,1
257,135,461.5,72,33,212.91,0
257,198.5,428.5,61,27,173.18,0
257,44.84,270.05,93.06,41.79,128.01,0
257,234,236.5,62,21,88.08,1
257,269.59,216.31,112.02,30.12,98.38,1
257,423,155.5,96,33,118.87,0
258,209.56,180.55,109.93,33.98,102.53,1
258,67.5,13,93,26,23.29,0
259,237,225,104,32,164.56,1
259,127.5,201,55,20,135.42,0
259,50.33,213.65,113.81,50.86,125.98,0
259,86.5,132,99,26,96.97,0
260,455,433.5,48,23,141.32,0
260,216,214.5,78,25,70.1,1
260,421.5,71.5,69,19,166.9,0
260,47,13.5,94,27,210.26,0
261,226.5,206,69,22,146.49,1
261,266.5,162,115,32,143.04,0
261,236.5,82,53,26,203.42,0
261,61.87,93.73,142.62,58.8,114.71,0
262,273,464.5,56,23,136.08,0
262,454,415.5,50,23,91.05,0
262,46.5,324,69,32,149.53,0
262,162.5,315.5,65,29,139.74,0
262,235,245,72,22,89.33,1
262,72,89,82,22,108.26,0
263,129,467,88,24,46.45,0
263,389,461,74,24,170.21,0
263,270.5,418,61,30,116.85,0
263,377,414,74,24,173.47,0
263,197.5,325.5,81,37,50.15,0
263,141.5,260,63,24,103.35,0
263,273.5,180.5,93,21,151.67,1
263,142.95,179.23,94.61,35.58,100.71,0
264,342.5,458.5,77,27,106.45,0
264,417,425,56,20,104.57,0
264,284,196,70,22,96.87,1
264,149.72,170.15,82.38,34.9,165.26,0
264,432.5,115,65,20,108.47,0
264,342,60,114,36,120.83,0
264,253,12.5,118,25,135.23,0
265,338,460,74,22,132.62,0
265,96.5,445,83,26,83.12,0
265,237,405,74,20,101.67,0
265,183.59,377.59,119.42,25.68,101.21,0
265,235,187.5,100,21,108.07,1
265,415,198.5,106,51,164.36,0
265,330,177.5,58,27,115.09,0
266,231,205,96,44,73.79,1
267,223,220,74,20,62.02,1
268,62.66,266.45,131.93,38.61,154.17,0
268,244.5,206.5,69,21,101.27,1
268,298.5,170,51,22,101.98,0
268,130.5,165.5,129,33,180.72,0
268,371.5,125,93,20,119.88,0
269,319.53,454.82,111.39,30,137.52,0
269,434,453,90,44,144.95,0
269,247,206,74,20,106.31,1
269,186.49,147.32,121.33,54.23,162,0
269,417.8,131.86,125.65,36.96,142.48,0
269,443,98.5,62,27,139.16,0
269,71,66,72,20,158.25,0
270,11.5,307.5,63,23,135.45,0
270,306,196,68,24,94.55,1
270,224.5,182,69,22,94.92,0
270,407.5,127,55,24,79.44,0
270,262.08,122.12,128.36,30.77,107.36,0
271,164,433.5,92,31,80.55,0
271,225.5,196.5,63,17,39.95,1
271,170.5,173.5,69,25,66.5,0
271,305.5,166.5,55,21,145.34,0
271,356,57.5,60,27,120.74,0
272,322,282,56,22,175.59,0
272,231.5,221.5,85,21,140.14,1
273,198,179,64,18,65.57,1
273,285.5,123,55,24,132.62,0
274,273,202.5,60,21,131.9,1
274,193,107,50,24,85.35,0
274,464.5,43,64,29,95.83,0
274,376,18,74,36,109.19,0
275,190.5,225.5,87,23,57.3,1
276,271,296,114,30,142,0
276,340,270,76,28,141.32,0
276,196,208,88,20,66.51,1
276,366.23,89.91,100.33,30.84,155.72,0
277,244,217,78,18,68.96,1
277,171,161.5,108,39,129.69,0
278,336.5,465.5,71,27,96.52,0
278,395,310,60,22,129.9,0
278,261,204,86,28,102.16,1
278,212.5,58,81,30,141.16,0
278,173,10.5,86,21,44.03,0
279,255.5,199.5,77,21,101.48,1
279,171,169,68,24,214.47,0
280,290.5,218,65,20,140.88,1
280,186.5,176,57,18,87.69,0
280,56,153.5,54,21,114.07,0
281,290.5,344.5,97,21,110.43,0
281,276.5,217,67,20,108.37,1
282,50.59,458.58,95.93,37.89,128.29,0
282,61,393,64,30,105.39,0
282,207,370,52,24,70.27,0
282,145.5,199.97,148.98,36.76,139.39,1
282,238.5,182,69,28,93.99,0
283,244.89,214.23,92.55,23.52,79.55,1
283,228,118.5,110,53,66.71,0
283,67,70,84,32,41.34,0
284,446.5,238.5,65,25,188.5,0
284,274,191.5,74,23,147.28,1
284,121,137,64,28,147.44,0
284,356.5,74,59,28,187.96,0
284,445.52,16.53,68.59,30.96,173.31,0
285,233.43,217.96,93.31,23.71,128.2,1
285,323,151,116,46,169.87,0
286,326.5,180,61,20,182.87,1
287,36.5,279.5,73,25,49.81,0
287,194.5,204.5,71,19,114.93,1
287,47,19,94,38,215.84,0
288,238,459,146,40,168.87,0
288,265.5,379,97,36,176.47,0
288,254.5,196,69,22,177.95,1
288,347.5,181,105,50,183.92,0
289,278.49,211.89,135.7,37.97,140.35,1
289,112.5,72.5,67,29,72.9,0
289,274,15,88,30,101.42,0
290,214.5,198,83,24,132.91,1
291,198,457,56,18,153.81,0
291,286.51,223.43,77.54,22.76,87.29,1
291,208,195,68,22,149.09,0
291,416,10.5,90,21,73.63,0
292,213.5,219,71,22,119.83,1
293,268.44,223.17,79.88,21.49,69.49,1
294,262,207.5,70,21,128.16,1
295,293.5,208.5,51,21,152.76,1
295,378.5,187.5,47,23,146.14,0
295,215.5,133,119,44,110.42,0
295,453.5,103.5,51,23,147.54,0
295,394.5,94,59,26,145.99,0
295,308,74,78,32,154.16,0
295,125.5,25,55,24,145.69,0
296,240,208.5,66,23,66.72,1
296,299,86,78,34,114.43,0
297,235,193,68,18,108.52,1
297,115,32,54,20,110.62,0
298,393.2,445.6,125.23,52.49,174.78,0
298,240,184,102,20,154.6,1
299,260.5,256.5,91,21,127.74,1
299,259.62,80.35,105.79,48.92,136.19,0
300,255.5,215,83,22,98.43,1
301,274,188,66,22,128.62,1
303,219.5,225.5,77,21,134.7,1
303,45.5,215,91,32,183.21,0
304,112.5,437,141,38,177.23,0
304,190,406,72,34,169.57,0
304,214.88,224.64,105.01,28.9,116.27,1
304,405.5,142.5,87,33,124.18,0
305,432,451.5,84,27,137.05,0
305,405.5,411,63,28,142.79,0
305,252.5,230.5,75,23,126.2,1
306,198,205,70,22,101.73,1
307,231,167.5,72,21,131.04,1
307,169,17,84,34,164.23,0
308,222.5,207.5,127,39,101.03,1
308,147.5,138,119,54,88.09,0
308,24.5,84,49,24,86.71,0
309,230,266.5,66,25,86.01,0
309,246,207,56,20,98.81,1
309,417,67,58,26,176.54,0
309,379,45.5,96,41,172.57,0
309,293.5,29.5,67,27,169.16,0
310,200,233,66,22,193.59,1
310,424.5,172,65,20,73.86,0
311,197.5,185,79,20,114.45,1
311,210,117,98,34,146.75,0
311,40.5,52,81,40,202.04,0
311,361.5,14,91,28,161,0
312,192,228,66,22,151.64,1
312,289.5,227.5,115,43,76.32,0
312,233.5,148,65,24,110.23,0
312,409,124.5,62,23,153.34,0
312,334,91,82,38,73.85,0
312,430.5,81,57,22,182.61,0
313,207,234,68,22,170.87,1
313,291,228.5,90,33,142.11,0
314,248.5,214.5,73,21,129.73,1
315,163.5,310.5,71,27,117.43,0
315,228.5,217,63,20,192.84,1
315,425.9,164.2,106.44,38.91,163.9,0
316,261,171.5,62,19,173.1,1
316,351,76.5,56,27,146.21,0
316,56.5,60.5,67,27,91.97,0
316,408,17.5,142,35,145.61,0
317,167,196.5,56,19,122.93,1
317,443,10,72,20,42.41,0
318,38.5,462,77,34,206.69,0
318,298,248,74,24,138.45,0
318,199,239.5,58,19,124.9,1
318,57.5,27,115,36,52.47,0
318,247,14.5,104,29,119,0
319,421,345.5,58,23,135.65,0
319,53.5,288.5,89,29,181.9,0
319,229.5,226,59,22,57.52,1
320,430.27,451.7,110.97,33.6,77.75,0
320,384.5,372.5,71,31,57.87,0
320,197.5,213.5,73,21,96.01,1
321,115.58,374.24,90.24,35.47,149.44,0
321,82.5,354.5,53,23,157.21,0
321,385.5,239.5,97,33,160.62,0
321,263.95,204.57,80.57,20.85,95.41,1
322,217.5,231.5,65,27,100.89,1
322,28,124.5,56,27,101.28,0
323,265.5,393.5,59,21,150.91,0
323,227.5,209,63,22,84.12,1
323,83.5,61,57,22,113.56,0
323,76.5,8.5,79,17,155.89,0
324,262,224.5,62,19,156.05,1
324,401.5,16,155,32,172.81,0
325,434.02,190.31,99.38,38.49,129.87,0
325,283.5,171,63,24,146.89,1
325,358,130.5,52,25,138.04,0
326,341,337,80,32,156.53,0
326,247,228.5,56,25,87.99,1
326,445.02,66.89,69.27,21.81,159.02,0
326,422,14,114,28,163.65,0
327,201,465.5,72,21,57.41,0
327,37.7,460.1,90.78,31.75,41,0
327,40.93,308.29,84.54,29.09,39.68,0
327,292,209,90,24,169.88,1
327,49.33,178.71,117.97,47.12,71.34,0
328,370,459.5,96,39,158.01,0
328,150,413.5,66,29,90.02,0
328,142.09,214.63,129.57,40.49,125.45,1
328,261.5,201,53,24,70.19,0
328,38.5,190.5,59,25,174.31,0
328,53,127,106,36,105.8,0
329,71.97,440.67,92.74,31.69,57.64,0
329,80.5,337,99,36,47.7,0
329,203.5,332.5,71,33,174.03,0
329,321.5,209,73,30,158.54,0
329,233.5,195.5,77,21,117.85,1
329,120,195,66,26,205.85,0
329,130,166.5,56,21,228.5,0
329,433.52,129.48,92.39,37.13,137.74,0
329,359.5,70,49,22,148.42,0
329,442,14,74,28,129.23,0
330,300,400.5,92,25,168.48,0
330,266.5,354,69,28,95.8,0
330,159,182,70,22,98.46,1
330,350.5,9,75,18,58.05,0
331,239.9,455.2,110.91,47.85,111.63,0
331,222,200,60,20,128.44,1
332,136.5,454,61,24,234.8,0
332,249,268.5,72,17,60.95,0
332,214.5,214,69,22,38.16,1
332,55.32,76.18,116.1,47.47,44.7,0
332,302,14.5,64,27,47.96,0
333,326,440,130,36,150.56,0
333,221.5,197,91,22,53.28,1
334,430.5,421.5,97,47,177.27,0
334,234.5,233.5,63,21,103.31,1
335,251.5,415,67,26,167.63,0
335,70,420.5,120,37,193.54,0
335,35.5,377.5,61,17,89.75,0
335,244.5,203.5,79,25,117.66,1
335,412.9,44.65,97.37,48.43,151.9,0
336,252.5,195,87,18,87.98,1
336,94,160.5,76,27,122.32,0
336,170,156.5,50,23,181.68,0
336,83.5,115.5,67,21,99.54,0
337,291,203.5,64,21,100.37,1
338,271.5,380.5,57,27,55.92,0
338,199.5,197.5,79,31,124.18,1
338,107,164.5,70,29,170.3,0
338,444,115.5,70,19,64.29,0
338,284.66,105.52,136.21,45.84,119.77,0
338,321.05,44.51,105.61,34.97,102.86,0
339,216.5,201.5,61,21,110.92,1
339,156.39,153.61,117.12,31.36,116.21,0
339,295.5,121,51,24,182.21,0
339,30,43,60,24,64.26,0
340,253.5,208,65,18,109.82,1
340,36,48.5,64,31,61.27,0
341,210.5,210.5,59,21,160.04,1
342,96,314,70,28,58.12,0
342,245,208,80,18,34.78,1
342,72.5,151,65,24,207.36,0
342,436.5,118.5,77,23,116.82,0
342,48.5,109.64,98.02,38.47,220.22,0
342,449,12.5,60,25,117.92,0
343,37.5,295.5,59,23,45.58,0
343,193,220.5,58,19,131.45,1
343,390.5,228.5,113,49,170.94,0
343,291.65,193.33,109.52,41.59,140.27,0
343,195.5,146,77,26,90.74,0
344,133.5,468.5,87,21,89.22,0
344,420.83,449.93,108.68,37.56,144.66,0
344,195,438.5,84,33,78.43,0
344,212.5,224.5,77,23,77.39,1
344,41.5,220.5,83,31,175.51,0
344,87,12,82,22,150.94,0
345,224,205,60,22,147.27,1
346,240,178,64,22,103.41,1
346,111,163,74,24,92.48,0
346,104.5,10.5,75,21,92.94,0
347,217,194,106,24,106.23,1
348,220.5,203.5,61,21,40.21,1
348,242.5,19.29,141.78,37.93,128.67,0
349,415.5,461,91,32,151.82,0
349,214,224.5,62,21,62.08,1
350,236.5,221.5,79,23,60.66,1
350,322.74,196.17,93.61,29.56,132.28,0
350,92.5,12,93,24,138.09,0
351,231.5,212.5,75,21,87.5,1
352,304,328.5,86,25,172.64,0
352,229.5,230,63,20,73.81,1
352,357.5,170,145,52,167.24,0
353,284.5,237,63,22,47.01,1
353,61,163.5,122,39,230.42,0
353,203,155.5,102,41,142.82,0
353,449,92,60,28,150.69,0
354,272,186,78,20,135.8,1
354,354.5,160.5,61,25,183.42,0
354,98.5,126,79,18,92.88,0
354,182,16.5,80,33,253.93,0
355,300,231,60,20,126.02,1
356,239,210,68,20,118.68,1
356,67.42,157.87,135.46,29.95,74.18,0
356,37.18,98.96,82.88,39.05,102.47,0
356,117,84,50,22,111.25,0
357,258.5,245.5,61,21,95.19,1
357,72,180,68,28,83.21,0
358,225.5,212,97,20,116.46,1
358,303.33,74.98,104.53,38.85,143.58,0
359,285.5,195.5,67,25,116.15,1
360,197.5,210.5,55,21,80.13,1
360,230.11,165.24,104.76,29.57,53.22,0
361,325,222.5,56,19,148.37,0
361,221,204.5,100,41,100.53,1
361,337.55,187.26,132.34,31.08,144.5,0
361,71.37,114.24,145.4,35.64,148.3,0
361,417.53,66.14,114.02,23.93,120.5,0
361,429,15.5,100,31,113.65,0
362,245,248.5,94,21,119.48,1
363,184.5,198,63,22,144.36,1
363,360.5,24,109,48,184.11,0
364,183,221.5,84,21,61.71,1
364,79.5,182,47,22,36.83,0
365,403.5,428.5,51,21,151.36,0
365,199.5,206,55,22,164.46,1
366,237.5,204.5,63,21,72.93,1
366,152.5,170.5,71,21,110.23,0
366,366.5,39.5,53,23,151.78,0
367,187.5,374,77,30,136.59,0
367,244.5,208,71,20,101.54,1
367,155.5,107,83,32,204.73,0
367,173,56.5,100,43,152.75,0
368,371,387.5,60,23,126.25,0
368,159.5,382.5,63,21,67.19,0
368,384.5,243.5,69,21,134.54,0
368,251.5,215.5,69,23,134.53,1
368,83.5,209.5,67,27,152.54,0
369,254.5,197.5,107,35,129.41,1
370,227.5,215.5,97,23,76.86,1
371,194.5,387.5,75,35,58.77,0
371,407.59,235.99,109.85,43.35,163.81,0
371,233.5,220,97,22,99.99,1
371,237,127,56,20,161.26,0
371,309.5,102,75,32,104.5,0
372,297,458.5,122,41,144.31,0
372,126.5,452,61,28,169.25,0
372,402.58,456.98,118.17,35.92,130.8,0
372,26.5,438.5,53,21,195.77,0
372,248,235,100,22,117.59,1
372,327,124.5,60,17,147.68,0
373,266.5,210.5,93,21,109.87,1
374,266,223.5,56,19,147.49,1
375,279.5,202,77,22,112.59,1
375,175.5,167,61,20,200.73,0
376,283.5,422.5,67,21,121.16,0
376,304.5,308,77,30,132.05,0
376,293.5,165.5,73,23,142.66,1
376,216.5,155,57,20,124.07,0
376,319,13.5,122,27,140.53,0
377,311,199.5,76,19,188,1
378,77,466.5,74,25,84.46,0
378,30.5,450,61,18,77.91,0
378,61,416.5,122,51,53.52,0
378,307.5,151.5,73,23,141.72,1
379,359,278,60,28,125.62,0
379,225.5,218.5,61,25,146.47,1
379,258,184,60,28,89.61,0
379,366,96.5,88,33,129.81,0
380,246.5,245,65,22,114.03,1
380,46,100.5,56,21,76.1,0
381,155,362,68,32,147.87,0
381,247,233,60,26,91.11,1
382,226,213,78,22,51.29,1
382,101,173,72,26,180.98,0
382,264.5,113,79,24,52.11,0
382,431,88.5,96,37,85.49,0
383,201.5,222,67,22,111.13,1
383,218.12,123.43,114.55,41.94,132.75,0
384,236.5,197.5,85,19,75.83,1
384,179.6,150.67,98.05,23.28,161.14,0
384,151.5,125.5,63,27,189.34,0
385,203.5,209,67,20,103.36,1
385,309.8,172.4,120.17,30.74,160.74,0
386,227,207.5,88,21,102.48,1
387,408,211.5,52,23,178.88,0
387,286.5,200.5,101,41,137.42,1
387,207.5,131,51,24,90.41,0
387,381,32,72,34,54.53,0
388,281,167.5,52,25,164.5,0
388,319.5,138.5,63,21,164.51,1
389,281,167.5,52,25,164.5,0
389,319.5,138.5,63,21,164.51,1
390,173.5,214,75,22,85.32,1
391,231.5,231.5,59,19,144.04,1
391,466,64,90,26,32.98,0
391,406.5,17,79,34,51.58,0
392,236.5,215.5,61,21,70.22,1
392,124,163,80,34,88.83,0
392,189,142,68,22,139.79,0
392,35,123.5,70,31,73.32,0
392,132,114.5,52,25,81.07,0
392,386,112,92,38,216.62,0
392,437,67.5,82,27,219.34,0
392,66.5,66.5,133,53,90.33,0
393,318,205.5,78,19,117.24,1
393,329.5,157,71,30,114.1,0
393,169,16,138,32,174.59,0
394,227,227,70,20,64.39,1
394,104.5,31.5,65,21,144.62,0
395,260.5,263,53,26,115.74,0
395,187.5,193,61,22,89.44,1
395,102.24,129.42,147.3,31.71,121.58,0
396,198.5,216.5,73,23,77.49,1
396,343,215.5,92,31,97.42,0
396,289.86,134.76,109.7,43.52,80.89,0
396,91,105.5,64,17,212.68,0
397,203,207.5,72,19,79.45,1
397,400,205.5,100,33,111.21,0
397,450.58,117.68,69.33,31.64,96.88,0
398,226.5,229,71,20,170.54,1
398,433.5,206,55,24,123.71,0
398,356,195.65,103.04,50.27,147.51,0
398,309.5,122,53,22,159.79,0
399,276.5,218,71,20,49.4,1
399,370,195.5,64,29,186.28,0
399,31.5,134.5,63,27,221.28,0
400,211,425.5,54,25,150.26,0
400,156,226.5,66,21,170.17,1
401,176.46,197.05,117.39,23.34,105.25,1
401,216.5,147.5,97,39,127.2,0
402,254.6,210.03,118.8,31,123.66,1
403,289,205.5,82,23,138.15,1
403,70,163,48,22,211.37,0
404,199.5,233.5,63,19,138.92,1
404,309,183,60,22,86.24,0
404,394.5,125.5,79,29,121.1,0
404,469,136.5,61,20,111.68,0
404,399.5,88,71,30,126.19,0
405,32,242.5,64,25,111.97,0
405,222,224.5,80,21,115.91,1
405,273.5,177,75,20,108.47,0
405,197,172,64,30,152.11,0
405,305,143.5,92,45,149.63,0
405,269,15.5,170,31,217.82,0
406,395.5,444,87,22,165,0
406,250,233,70,20,68.39,1
406,149.5,220,75,32,162.95,0
406,100.5,162.5,63,31,198.49,0
406,113.5,110,75,36,139.03,0
407,273.5,211,109,28,76.73,1
408,238.5,190.5,65,21,54.02,1
408,420.25,141.83,104.49,37.66,147.91,0
409,262,210,80,20,59.51,1
410,166,290.5,78,33,130.22,0
410,252,207.5,66,21,91.44,1
410,211.5,170.5,85,37,78.03,0
410,421.5,158.5,91,45,158.4,0
410,322,19,80,38,155.23,0
411,178.83,224.91,150.88,35.67,116.95,1
411,314,195.5,56,27,103.35,0
411,444.8,176.29,77.75,29.56,128.31,0
412,193.5,340.5,51,23,182.11,0
412,38.5,236.5,67,25,4.41,0
412,381,220,64,24,218.54,0
412,249.5,215.5,73,21,30.11,1
412,162,75.5,80,37,45.92,0
412,213,11,52,22,27.31,0
413,321,433,92,32,41.73,0
413,230.5,203.5,81,23,43.01,1
414,296,215.5,68,21,151.95,1
414,170,21,98,42,111.47,0
415,216,440.5,54,23,75.81,0
415,234.5,221.5,67,23,188.72,1
416,265.5,192,61,20,50.55,1
416,314,14,64,28,108.62,0
417,350.5,460.5,83,37,188.3,0
417,243,384,50,22,76.48,0
417,275.5,227.5,65,25,112.88,1
417,210,187.5,82,31,173.04,0
418,251.5,321.5,67,25,87.65,0
418,54.01,235.53,102.24,27.69,124.02,0
418,256,203.5,54,21,134.72,1
419,262,232,92,26,96.48,1
419,345,204,128,52,113.77,0
419,105.97,162.15,90.63,25.8,215.27,0
419,79,9.5,88,19,145.49,0
420,260,379.5,68,29,111.99,0
420,404.49,349.61,119.84,28.42,105.59,0
420,209.5,217.5,65,21,53.64,1
420,299.48,192.19,111.1,40.34,129.04,0
420,127.5,10,59,20,217.36,0
421,214.29,457.71,124.91,51.12,52.55,0
421,240,341.5,60,21,63.55,0
421,195.5,221.5,75,23,24.82,1
422,149,454.5,102,49,127.61,0
422,50,420.5,64,17,82.07,0
422,260,197,64,22,127.65,1
423,281.5,228,71,24,72.37,1
423,454,192.5,50,21,97.29,0
423,395.5,31,49,24,219.98,0
424,244.5,203.5,81,25,45.89,1
424,123.42,66.06,116.02,25.95,129.17,0
424,192.85,35.22,96.14,44.14,149.97,0
425,387.5,397,61,24,94.4,0
425,207.5,219.5,55,21,59.87,1
425,285.5,178.5,93,29,91.61,0
425,178,12,78,24,37.38,0
426,57.5,225.5,81,27,124.9,0
426,187.5,211,119,32,76.01,1
426,436.5,98,92.76,42.56,157.36,0
426,438,61,82,22,155.35,0
427,26,256,52,24,88.54,0
427,248.5,215,77,22,52.08,1
427,28.5,194,57,24,193.71,0
428,336.36,378.96,103.24,40.33,152.89,0
428,194,205.5,74,21,157.29,1
428,386,71,116,32,144.09,0
428,345.5,22.5,57,21,145.81,0
429,418,434.5,64,27,136.38,0
429,222,213,66,20,89.84,1
429,76.5,169.5,79,19,124.86,0
430,237.5,232,91,28,96.88,1
431,249,206,82,22,29.33,1
431,363,163.98,81.1,23.12,57.71,0
431,129,140,64,20,179.46,0
432,375.5,455.5,117,47,135.68,0
432,267.5,210.5,103,37,93.43,1
432,72,133,70,22,166.53,0
432,295.5,96,59,18,115.89,0
432,54.03,31.75,111.5,29.83,64.25,0
433,51.45,310.22,119.9,43.09,155.79,0
433,279,213,76,22,98.07,1
433,156.5,25,53,24,126.02,0
434,240.5,210.5,61,21,97.5,1
435,64,232,68,30,148.34,0
435,241.5,158.5,73,21,159.44,1
435,165.5,71.5,99,35,100.38,0
436,249,206,82,22,29.33,1
436,363,163.98,81.1,23.12,57.71,0
436,129,140,64,20,179.46,0
437,262,213.5,72,21,106.02,1
438,57.89,299.58,118.76,41.07,195.09,0
438,284.59,211.95,112.63,41.77,39.64,1
438,48.47,30.2,103.68,50.89,64.18,0
438,125.5,15,131,30,49,0
439,308.5,203.5,71,35,122.2,1
439,453.5,140.5,51,25,188.69,0
440,325,265.5,80,29,89.61,0
440,234,219.5,80,25,98.26,1
440,369,94,124,32,113.77,0
440,347.5,59,59,26,123.43,0
441,36.19,383.28,77.7,37.97,198.2,0
441,162,344.5,48,23,126.23,0
441,248,191.5,58,21,44.34,1
442,261.5,209.5,67,19,73.39,1
443,262,213.5,72,21,106.02,1
444,224.32,455.19,117.74,47.73,190.42,0
444,241,381.5,50,23,181.19,0
444,317,376.5,70,23,172.82,0
444,206,327,60,22,96.64,0
444,255.5,165.5,91,37,144.7,1
445,112.5,418,57,20,42.73,0
445,35.5,401.5,61,25,79.18,0
445,107,325.5,52,21,62.49,0
445,241,303.5,54,23,76.51,0
445,267.5,226,87,24,142.63,1
445,32.97,175.1,67.94,26.12,87.39,0
445,386,148,68,22,171.95,0
446,319,213,74,20,81.6,1
447,346.5,230.5,63,21,100.38,1
447,30.5,179,61,24,221.42,0
447,193.5,27,73,26,131.38,0
448,264.5,194.5,57,19,22.08,1
448,130,111,128,34,135.9,0
448,375.04,107.28,120.21,49.5,136.97,0
448,146,22.5,94,45,98.42,0
449,200.5,215.5,87,21,123.95,1
449,403.5,197,61,26,130.71,0
449,132,175.5,92,43,87.56,0
449,450.5,58,116,57,123.04,0
450,252,198,74,20,100.97,1
450,443.5,141.5,71,31,163.64,0
450,52,134,104,50,164.51,0
450,431,92.5,84,33,180.73,0
451,115.5,437,71,30,73.45,0
451,238.5,192,79,20,103.64,1
451,442.5,49,73,22,159.07,0
451,123,24.5,82,37,118.84,0
451,258,12,74,24,168.65,0
452,71,469,66,20,160.36,0
452,232,220.5,82,21,76.64,1
453,250,205,64,18,124.16,1
453,173.5,10,71,20,227.86,0
454,252,218,70,20,116.25,1
454,180,179,72,18,96.85,0
454,142,151.5,56,27,93.08,0
454,310,104.5,60,25,173.28,0
454,403,107,120,42,184,0
454,172,13,70,26,126.9,0
455,243,218.5,86,21,77.12,1
456,288,214,68,20,128.86,1
456,48.5,133.5,97,35,205.16,0
457,81,415.5,120,25,75.42,0
457,201.5,202,65,22,195.42,1
458,51.5,469,71,20,49.68,0
458,163.5,397,51,22,99.64,0
458,44.91,229.19,92.13,30.27,136,0
458,236,203.5,82,27,117.57,1
458,134.5,197,59,26,104.99,0
458,439,90.5,54,19,156.17,0
459,294.5,464.5,73,27,86.43,0
459,241.5,205.5,91,23,103.71,1
459,95.5,172,77,22,112.01,0
460,230.5,193.5,105,23,80.36,1
460,258.5,19.5,99,39,160.16,0
461,231.5,220,65,26,126.93,1
462,341,463.5,86,31,103.46,0
462,29,361.5,58,23,255,0
462,406,270,66,28,99.08,0
462,233.5,209.5,65,21,88.61,1
462,312.5,172.5,55,21,124.25,0
462,249.81,69.57,90.99,30.51,117.15,0
463,393,349,72,26,155.72,0
463,233,219,66,20,96.59,1
463,129.5,169,57,24,89.6,0
463,243,97.5,90,33,153.44,0
464,250,194.5,72,21,72.92,1
464,187.5,123.5,67,25,108.66,0
464,242,93.5,80,23,151.45,0
465,360,186,64,24,148.09,1
465,27.5,100,55,20,184.05,0
466,32,376.5,54,23,55.4,0
466,232,197.5,62,21,80.35,1
466,423,205.5,112,55,167.8,0
466,389.5,147.5,83,37,170.5,0
466,442,8.5,74,17,161.75,0
466,198.5,15.5,123,31,96.78,0
467,80.55,434.15,115.42,40.48,137.7,0
467,266,365.5,54,21,92.67,0
467,264.5,192.5,65,21,108.75,1
468,76,330.5,48,23,133.52,0
468,183.5,277,113,46,137.76,0
468,205,223,84,26,110.32,0
468,227,153,90,18,99.44,1
468,390,74,64,24,153.6,0
468,267.09,70.15,105.64,41.5,81.4,0
468,222.5,12,75,24,58.36,0
469,239.5,209,67,22,131.22,1
470,179.5,205.5,69,23,129.69,1
470,254,175,62,18,41.46,0
470,142,120.5,50,21,185.43,0
470,289,46.5,104,45,54.6,0
471,272,228.5,80,21,115.37,1
472,280.5,467,61,24,141.8,0
472,85,458.5,68,27,172.87,0
472,150.5,448,49,24,152.31,0
472,345,417,72,24,167.19,0
472,285,221.5,62,25,73.16,1
472,329.5,55.5,87,43,106.85,0
473,427.5,251,63,22,177.23,0
473,258,233,66,26,58.75,1
473,47,12,62,24,154.2,0
474,198.5,464.5,97,29,86.88,0
474,290,451,74,26,40.03,0
474,321,416.5,74,25,56.4,0
474,308,230,62,20,98.18,1
474,28.5,200.5,57,27,148.92,0
474,320,137.5,56,21,105.73,0
475,153.5,293,49,22,26.79,0
475,249.78,203.58,99.07,36.49,149.84,1
475,366,160.5,93.35,31.05,41.08,0
475,256.51,92.56,114.43,49.05,78.5,0
476,200.5,206,59,22,66.56,1
476,37.5,123,49,22,87.04,0
477,216.5,227.5,59,19,146.59,1
477,113.5,199.5,59,29,73.74,0
477,330.96,187.03,105.16,45.04,144.14,0
478,273,414,56,24,167.55,0
478,267.5,342.5,67,27,173.19,0
478,210.5,204.5,75,21,76.11,1
478,132.5,15,63,20,165.14,0
479,37,465.5,50,21,238.85,0
479,198.5,234.5,63,27,86.26,0
479,277,230.5,62,23,48.22,1
479,316,128.5,66,31,137.33,0
479,48.5,19.5,87,39,72.31,0
480,266.5,216,63,26,30.66,1
480,346.5,8.5,91,17,195.59,0
