image,x,y,width,height,B,G,R,label
176,172.5,213,53,22,156.98,150.49,131.57,0
176,71.5,157.65,87.41,22.87,59.25,96.83,73.26,0
177,245.5,230.5,67,21,136.25,147.87,111.42,1
177,333,222.5,64,19,107.72,123.28,120.62,0
178,54.5,227.5,69,29,84.43,98.46,96.08,0
178,254.5,203.5,57,21,138.23,130.22,124.23,1
178,320.8,173.33,121.75,45.88,173.04,174.39,170.45,0
178,446,95,66,20,183.96,191.39,170,0
178,46.5,92,93,26,49.21,65.54,56.8,0
178,227,28,102,22,171.23,196.8,166.44,0
178,422.12,32.97,117.94,49.74,181.18,181.78,181.12,0
178,52.5,21.5,79,39,53.5,88.94,66.3,0
179,442,150,74,22,55.4,138.23,83.25,0
179,257,136,72,22,39.56,98.47,47.76,1
179,168.5,122.5,69,19,52.96,106.15,68.3,0
179,259,83,66,30,40.23,99.23,48.23,0
180,206.5,468.5,61,21,23.05,24.04,21.62,0
180,289.5,353.5,51,25,84.17,85.55,85.4,0
180,398,204,76,36,152.29,167.72,186.66,0
180,282,195.5,82,25,83.28,88.83,93.34,1
180,238.5,129,99,38,96.78,103.32,109.1,0
180,397.5,17,163,34,144.23,159.27,177.78,0
181,72,345,68,20,116.27,156.02,134.63,0
181,280.5,221.5,91,19,49.72,61.81,52.16,1
182,195.5,232,63,20,133.98,119.08,124,1
183,297.5,468.5,63,21,101.97,103.45,115.82,0
183,334,440.5,76,29,97.94,103.65,123.01,0
183,174.5,226.5,79,21,195.12,195.27,193.16,1
184,269.5,203,63,20,67.74,80.76,78.55,1
185,362,388,100,42,137.4,131.75,119.97,0
185,398,256,72,20,126.13,104.57,107.36,0
185,205,201,72,20,94.76,89.07,63.9,1
185,32.5,111,57,20,153.4,180.52,172.8,0
185,409,120,88,40,141.41,118.61,122.08,0
185,336.5,9,95,18,168.89,148.69,152.18,0
186,105,451.5,60,23,42.16,42.16,42.16,0
186,123.5,365.5,67,23,42.99,43.04,42.89,0
186,253.5,209.5,73,23,152.86,153.22,137.87,1
187,63.5,315,119,42,172.76,185.27,184.04,0
187,325.67,267.36,107.98,37.73,99.11,98.71,92.53,0
187,212,221.5,64,19,110.08,109.98,81.69,1
187,439.5,172,53,24,129.51,114.51,95.51,0
187,334,130,84,40,100.07,114.7,99.21,0
188,287.5,363.5,51,23,118.46,112.69,107.32,0
188,235,224,62,20,86.86,101.91,70.11,1
188,359,205,94,34,135.01,131.36,123.76,0
188,394.5,23.5,121,47,165.83,165.83,165.83,0
189,242,235.5,66,23,134.31,156.77,129.25,1
190,259,211,66,20,129.62,130.28,122.81,1
190,415.89,170.69,129.57,37.33,158.25,161.15,142.53,0
191,38.5,417.5,77,31,105.7,139.31,132.14,0
191,200.5,392,61,22,183.94,181.63,178.8,0
191,210,331,58,20,182.48,182.48,182.48,0
191,192,221,60,18,104.32,103.72,81.23,1
191,391.5,146.5,73,19,150.75,151.18,149.95,0
191,37.5,69.5,69,27,170.64,210.42,205.82,0
191,155,17.5,146,35,53.66,76.44,66.79,0
192,274.5,224.5,65,19,138.74,140.16,136.06,1
192,176.5,23,63,18,186.12,194.38,178.81,0
193,350,464.5,82,23,103.07,125.93,88.53,0
193,221,218,68,20,42.8,56.57,52.41,1
194,28,374,56,24,10.22,25.66,10.85,0
194,251.5,213,79,20,129.07,141.3,127.8,1
194,442,15,74,30,154.99,177.64,152.11,0
195,297.5,279,67,26,104.11,125.82,106.3,0
195,187,227,64,20,129.36,123.65,119.93,1
195,35,183,70,26,62.53,80.48,49.43,0
195,226.5,173,65,30,210.43,221.09,182.37,0
195,238.5,37,117,34,188.84,190.42,179.98,0
196,395.5,468,109,22,158.19,163.04,162.24,0
196,200.5,457,93,20,94.53,99.04,97.34,0
196,283,462,112,34,138.82,143.34,142.44,0
196,83,432,116,56,55.87,55.32,54.95,0
196,238,211,80,22,105.5,124.11,97.54,1
196,161.5,204.5,59,19,178.53,170.3,156.06,0
196,434,174,90,30,145.55,165.81,139.33,0
196,425.5,132.5,107,43,143.13,165.35,140.36,0
196,319,125,94,38,162.54,164.8,164.42,0
196,299.5,81,79,26,163.31,165.34,165,0
196,53.5,31.5,107,37,202.44,209.71,188.58,0
197,219.5,357.5,87,31,139.27,160.9,158.76,0
197,248,240.5,66,21,90.88,74.2,35.49,1
198,298,246,68,24,142.5,158.17,152.67,1
198,214.48,217.27,78.86,23.09,182.45,204.56,182.07,0
198,70.34,149.33,133.51,35.74,168.36,175.21,161.11,0
199,122.5,406.5,69,21,170.13,155.28,146.77,0
199,215.5,382,53,26,205.12,148.34,126.51,0
199,132.5,365,101,36,177.33,144.43,130.98,0
199,195,190,60,20,75.23,67.71,23.31,1
199,92.5,113.5,73,35,109.76,124.35,80.18,0
199,375.78,47.15,121.76,52.15,187.66,147.45,101.66,0
200,398.5,427.5,61,21,138.36,159.05,143.86,0
200,234,379,58,26,168.08,163.22,164.9,0
200,251,236.5,72,23,70.33,88.1,65.29,1
200,39.5,78,79,30,70.78,81.77,71.43,0
200,34,41,58,22,118.81,136.26,109.27,0
201,206,197,88,30,106.68,116.25,85.02,1
201,260.5,148.5,87,43,131.87,135.44,133.05,0
202,241.5,222,83,38,90.1,106.3,87.39,1
202,94.5,56.5,55,23,68.84,87.26,39.29,0
203,73,271,58,24,54.77,116.45,109.2,0
203,421.5,243.5,75,27,184.13,191.86,169.61,0
203,164.5,211,69,20,132.9,127.62,112.89,0
203,253.5,215,91,34,138.75,151.44,116.88,1
204,275,186,100,38,157.19,140.72,131.74,1
204,417,14,102,28,95.07,113.5,47.4,0
205,337,207.5,62,19,145.74,145.74,145.74,1
205,259.5,200.5,65,25,173.88,173.97,173.71,0
206,314,272.5,58,23,117.32,132.32,151.32,0
206,197.5,216,69,22,93.26,114.71,96.19,1
206,172,11,52,22,108.18,122.28,139.55,0
207,290,182,80,20,148.1,150.7,143.16,0
207,199.18,182.49,85.29,30.87,80.24,98.57,67.06,1
207,406,67,52,22,138.21,132.42,133.34,0
208,231,232,72,18,57.93,72.98,43.93,1
209,341,462.5,82,33,82.47,102.1,44.36,0
209,73.19,453.52,147.9,34.56,171.9,172.95,150.51,0
209,402.22,406.01,108.93,41.07,69.66,108.85,29.88,0
209,173.5,222.5,55,19,153.12,144.41,133.78,0
209,252,192,80,22,21.09,64.56,15.93,1
209,221.5,140,61,22,25.56,51.05,21.7,0
209,290.2,129.6,137.74,42.04,39.84,66.63,31.46,0
209,54.73,95.67,114.25,49.5,180.05,191.76,170.74,0
210,384.79,316.82,90.22,39.53,229.21,235.9,221.41,0
210,218,237.5,84,21,58.92,72.31,39.52,1
211,223,205.5,56,27,94.36,119.58,73.22,1
211,60.5,103.5,81,27,21.93,70.99,26.32,0
211,210.5,77.5,97,45,166.88,170.92,160.1,0
212,153,467,88,24,146.36,130.62,109.99,0
212,270,365.5,52,21,182.31,166.81,169.42,0
212,210,190.5,70,23,87.22,87.42,59.39,1
213,194,209,76,22,153.62,153.73,122.06,1
214,246.5,219.5,73,21,67.95,88.23,59.57,1
214,411,168,50,22,100.37,95.91,75.07,0
214,444.92,136.72,77.89,33.36,102.31,103.13,81.37,0
215,438.5,466.5,81,25,159.89,187.55,163.9,0
215,214,443.5,66,17,109.55,110.26,108.23,0
215,77,392,128,34,129.08,106.09,96.92,0
215,272.5,345,67,20,167.15,169.05,165.61,0
215,38,302,66,22,169.95,164.1,149.63,0
215,403.5,280.5,93,19,170.34,178.33,160.47,0
215,166.5,176,69,18,79.66,96.75,57.88,1
216,240.5,387.5,77,19,120.59,129.17,123.21,0
216,205.5,226.5,65,19,28.1,111.38,111.43,1
216,143,210.5,54,23,62.45,72.69,48.91,0
216,288,203.5,82,29,102.13,113.64,108.46,0
217,357,468,68,22,224.05,223.19,228.59,0
217,235,224,78,20,44.61,67.87,61.25,1
217,354.5,200,107,42,161.17,181.24,199.55,0
217,370,111,92,24,167.9,174.67,189.1,0
218,279,212,66,20,136.93,127.67,99.57,1
219,115.5,421,51,24,180.77,189.65,186.83,0
219,233.5,230,67,22,167.3,174.65,136.34,1
219,223.5,194.5,83,29,158.44,184.88,140.28,0
220,233.5,224.5,61,23,91.04,106.53,100.84,1
220,443.5,205,71,24,177.31,177.31,177.31,0
220,420.25,163.4,109.43,37.77,171.08,175.2,171.83,0
221,322.5,466,65,26,83.54,88.41,48.88,0
221,434,267.5,88,37,109.34,108.69,49.65,0
221,244.5,242.5,63,21,79.48,86.43,53.15,1
221,351,246,80,32,111.8,114.41,86.39,0
221,160.06,203.65,109.74,39.59,187.6,192.01,173.27,0
222,330,281,96,42,123.07,128.13,104.59,0
222,285.5,258,59,28,102.75,115.84,87.23,0
222,214,223.5,80,21,96.67,102.5,75.26,1
223,235,221,76,26,125.84,146.87,121.06,1
223,233.68,154.92,86.73,33.5,163.68,172.3,184.37,0
223,199,10.5,62,19,200.88,220.39,215.76,0
224,247,244,88,22,99.03,109.31,77.6,1
224,155.88,234.08,111.72,48.45,49.52,106.9,62.73,0
225,260.5,233.5,61,19,72.33,89.77,71.56,1
225,325,212.5,50,23,113.5,129.14,144.47,0
226,285,251,66,20,74.77,88.47,67.11,1
226,166.5,242,137,40,136.12,152.49,135.2,0
226,30,137,60,20,65.42,76.18,59.76,0
227,59,469,58,20,10.92,26.87,11.77,0
227,206.5,204.5,73,23,99.01,105.98,71.86,1
228,220.5,213.5,81,19,45.24,53.29,28.91,1
228,306.5,190,69,22,162.13,162.22,161.96,0
228,440,150,78,30,120.05,147.54,106.68,0
229,240.5,207,67,20,64.96,87.73,79.7,1
229,70.41,198.39,131.2,42.57,198.8,195.76,184.61,0
229,70.5,78.5,73,25,152.61,158.11,113.35,0
230,109,463.5,160,31,61.52,118.83,75.06,0
230,86.5,296,57,20,131.16,192.37,173.1,0
230,409,294.5,60,29,143.25,141.59,109.91,0
230,88,249.5,94,37,90.87,138.32,111.46,0
230,264,235.5,72,21,134.66,132.24,111.74,1
231,288,437.5,140,59,147.31,124.27,128,0
231,139.5,383,61,26,205.59,186.85,185.54,0
231,209.5,206.5,63,21,122.46,117.27,84.45,1
232,229.5,212,103,36,120.59,124.98,93.14,1
233,306.5,278,65,32,94.64,121.96,75.89,0
233,241,204,58,22,93.02,99.26,85.46,1
233,159.5,196,85,24,113.3,135.4,93.46,0
233,180,137.5,54,21,148.54,170.81,174.68,0
233,428.01,17.65,103.41,33.04,44.69,78.39,3.83,0
234,241,208.5,66,21,30.06,40.19,27.88,1
235,297,441.5,50,21,110.29,78.21,61.67,0
235,259.5,234.5,63,21,76.33,72.25,41.42,1
235,352.5,213.5,51,21,113.59,87.42,70.04,0
235,32.5,166,65,26,153.41,146.72,146.28,0
235,396,112.5,100,23,121.4,89.77,73.16,0
235,154,17,78,34,160.27,179.26,149.07,0
236,227,221,62,18,30.85,50.87,21.9,1
236,357,135,86,34,154.61,190.32,207.27,0
237,34,467.5,68,23,136.09,142.1,129.01,0
237,260.5,193,55,20,21.05,39.06,14.82,1
238,69,468,84,22,139.66,160.53,156.94,0
238,268.5,216,91,22,81.37,86.75,76.73,1
239,442.57,375.17,87.32,33.22,100.19,110.83,87.2,0
239,399,301,88,26,98.92,110.25,105.22,0
239,227,213,66,22,109.93,118.71,84.05,1
239,138.5,184.5,79,27,211.22,220.56,214.24,0
239,344.44,149.32,87,25.53,166.9,168.82,163.28,0
240,247.64,405.07,113.55,37.94,126.62,114.7,109.32,0
240,214,200,68,22,97.47,90,51.23,1
242,72.5,458,85,34,92.46,115.18,111.52,0
242,167.5,458,87,42,89.52,89.72,89.46,0
242,253.5,220,59,18,78.19,80.43,74.06,1
242,372.39,184.52,105.36,34.81,189.32,188.84,182.47,0
243,45.5,276.5,91,39,193.8,207.72,205.32,0
243,305.28,198.14,117.17,45,58.53,78.51,44.03,1
243,90.5,174,59,22,45.21,64.23,32.5,0
243,44.44,72.9,90.88,30.71,164.16,186.18,170.7,0
244,298,216,84,22,156.74,156.74,156.74,1
245,421,328.5,116,43,54.62,91.4,49.7,0
245,371,281.5,70,23,87.67,106.67,90.12,0
245,115.5,201.5,57,21,117.48,129.3,141.58,0
245,297.08,175,119.98,30.36,100.21,118.08,113.71,1
246,294,207,68,24,153.12,153.69,152.01,1
246,105.5,50.5,65,27,85.19,92.38,75.76,0
246,101.5,17,95,34,121.24,147.55,125.35,0
247,173.5,233.5,67,27,57.2,75.24,95.66,1
247,116.5,143,63,28,13.74,50.72,17.99,0
248,212.5,190,65,20,65.44,70.12,42.01,1
249,390,465,66,22,166.46,166.46,166.46,0
249,33.5,358.5,67,31,42.39,63.62,57.65,0
249,246.5,201.5,101,33,134.27,130.81,118.27,1
249,107.5,93,55,26,93.4,123.85,90.62,0
250,204,212,84,24,158.48,158.81,124.86,1
251,135.5,463.5,81,25,78.41,88.98,57.99,0
251,269,376.5,56,27,59.35,67.65,50.17,0
251,194.5,203,91,26,146.59,134.15,109.41,1
251,36,9,72,18,208.11,230.39,205.09,0
252,209.5,236,59,20,132.61,147.01,123.46,1
252,281.5,9.5,91,19,188.3,183.23,170.26,0
253,397,228,66,26,121.2,135.94,92.7,0
253,202,225,66,20,118.69,139.93,110.26,1
253,300,203.5,84,27,100.92,109.48,89.5,0
253,370,171.5,92,43,131.69,143.75,108.55,0
253,282.5,158,55,20,78.35,86.64,70.44,0
253,96.5,145,61,22,95.16,182.31,143.78,0
254,231.5,222.5,77,19,118.46,122.04,94.93,1
254,70.28,170.95,144.53,34.52,73.09,98.7,80.24,0
254,198.5,110,53,22,143.61,153.12,143.21,0
255,426,228.5,80,29,173.77,179.2,163.53,0
255,235.5,217.5,59,19,80.66,89.35,58.82,1
256,135,461.5,72,33,207.03,214.88,211.35,0
256,198.5,428.5,61,27,173.18,173.18,173.18,0
256,44.84,270.05,93.06,41.79,101.03,133.29,128.01,0
256,234,236.5,62,21,93.54,103.87,62.29,1
256,269.59,216.31,112.02,30.12,96.72,108.97,87.69,1
256,423,155.5,96,33,109.67,129.55,109.67,0
257,209.56,180.55,109.93,33.98,100.49,118.13,89.17,1
257,67.5,13,93,26,37.13,29.91,6.75,0
258,237,225,104,32,164.15,174.29,148.85,1
258,127.5,201,55,20,139.07,142.45,120.33,0
258,50.33,213.65,113.81,50.86,87.5,148.46,96.69,0
258,86.5,132,99,26,73.29,125.64,62.93,0
259,455,433.5,48,23,130.48,159.53,111.58,0
259,216,214.5,78,25,76.01,88.9,44.57,1
259,421.5,71.5,69,19,166.9,174.05,153.47,0
259,47,13.5,94,27,158.62,222.36,192.29,0
260,226.5,206,69,22,152.44,153.27,114.06,1
260,266.5,162,115,32,144.52,146.4,136.07,0
260,236.5,82,53,26,208.17,203.41,201.58,0
260,61.87,93.73,142.62,58.8,103.33,117.91,117.42,0
261,273,464.5,56,23,136.72,136.19,135.58,0
261,454,415.5,50,23,91.05,93.05,87.22,0
261,46.5,324,69,32,137.66,148.66,158.66,0
261,162.5,315.5,65,29,146.67,139.57,129.97,0
261,235,245,72,22,104.45,108.36,77.34,1
261,72,89,82,22,95.13,116.77,98.41,0
262,129,467,88,24,39.24,48.5,45.18,0
262,389,461,74,24,170.21,170.21,170.21,0
262,270.5,418,61,30,103.48,119.57,116.85,0
262,377,414,74,24,166.62,176.81,166.62,0
262,197.5,325.5,81,37,70.83,53.71,38.46,0
262,141.5,260,63,24,132.19,106.12,87.28,0
262,273.5,180.5,93,21,134.31,157.63,135.15,1
262,142.95,179.23,94.61,35.58,108.43,109.38,86.77,0
263,342.5,458.5,77,27,106.45,106.45,106.45,0
263,417,425,56,20,93.64,121.25,93.08,0
263,284,196,70,22,96.87,96.87,96.87,1
263,149.72,170.15,82.38,34.9,154.53,167.72,160.43,0
263,432.5,115,65,20,108.47,108.93,107.59,0
263,342,60,114,36,121.04,121.23,119.98,0
263,253,12.5,118,25,150.07,132.81,134.03,0
264,338,460,74,22,152.52,137.55,118.77,0
264,96.5,445,83,26,100.66,83.24,79.42,0
264,237,405,74,20,120.9,103.1,94.7,0
264,183.59,377.59,119.42,25.68,120.47,103.93,91.83,0
264,235,187.5,100,21,115.54,115.11,93.93,1
264,415,198.5,106,51,155.33,181.52,138.18,0
264,330,177.5,58,27,135.09,120.09,101.09,0
265,231,205,96,44,68.4,84.14,58.74,1
266,223,220,74,20,59.78,75.51,41.23,1
267,62.66,266.45,131.93,38.61,153.15,163.79,161.16,0
267,244.5,206.5,69,21,110.28,118.33,98.79,1
267,298.5,170,51,22,114.78,113.88,112.09,0
267,130.5,165.5,129,33,181.43,189.85,172.82,0
267,371.5,125,93,20,146.29,129.77,124.17,0
268,319.53,454.82,111.39,30,120.12,138.2,143.09,0
268,434,453,90,44,118.91,152.43,142.86,0
268,247,206,74,20,103.62,109.78,95.93,1
268,186.49,147.32,121.33,54.23,152.14,162.71,159.16,0
268,417.8,131.86,125.65,36.96,129.87,142.43,147.53,0
268,443,98.5,62,27,137.96,131.88,153.31,0
268,71,66,72,20,145.07,164.83,143.41,0
269,11.5,307.5,63,23,79.72,148.36,140.78,0
269,306,196,68,24,117.61,102.08,83.7,1
269,224.5,182,69,22,120.53,99.95,87.01,0
269,407.5,127,55,24,103.72,87.26,68.48,0
269,262.08,122.12,128.36,30.77,126.92,113.83,98.63,0
270,164,433.5,92,31,65.74,83.44,80.52,0
270,225.5,196.5,63,17,38.33,54.09,38.24,1
270,170.5,173.5,69,25,70.77,86.62,54.15,0
270,305.5,166.5,55,21,113.93,151.4,145.34,0
270,356,57.5,60,27,92.8,125.94,121.31,0
271,322,282,56,22,174.91,176.9,173.27,0
271,231.5,221.5,85,21,127.06,145.48,115.29,1
272,198,179,64,18,59.54,86.17,42.31,1
272,285.5,123,55,24,117.79,137.29,129.5,0
273,273,202.5,60,21,128,132.68,131.89,1
273,193,107,50,24,68.16,93.95,75.3,0
273,464.5,43,64,29,54.75,124.2,55.8,0
273,376,18,74,36,90.19,126.67,83.14,0
274,190.5,225.5,87,23,62.12,70.18,52.62,1
275,271,296,114,30,133.37,151.65,128.75,0
275,340,270,76,28,153.85,150.93,118.25,0
275,196,208,88,20,63.67,82.39,49.86,1
275,366.23,89.91,100.33,30.84,174.82,162.88,134.34,0
276,244,217,78,18,67.14,86.59,62.85,1
276,171,161.5,108,39,119.81,135.81,120.29,0
277,336.5,465.5,71,27,71.48,111.52,76.85,0
277,395,310,60,22,129.99,141.44,107.77,0
277,261,204,86,28,97.54,106.86,94.83,1
277,212.5,58,81,30,147.25,145.73,130.04,0
277,173,10.5,86,21,31.08,53.36,30.76,0
278,255.5,199.5,77,21,87.07,104.48,101.48,1
278,171,169,68,24,186.49,212.49,199.56,0
279,290.5,218,65,20,140.88,140.88,140.88,1
279,186.5,176,57,18,68.73,95.91,84.52,0
279,56,153.5,54,21,105.61,120.32,105.45,0
280,290.5,344.5,97,21,102.54,119.52,97.07,0
280,276.5,217,67,20,94.34,115.97,98.99,1
281,50.59,458.58,95.93,37.89,127.35,132.7,126.66,0
281,61,393,64,30,94.83,108.46,110.85,0
281,207,370,52,24,82.77,72.08,71.05,0
281,145.5,199.97,148.98,36.76,145.47,146.22,133.64,1
281,238.5,182,69,28,107.42,104.42,87.34,0
282,244.89,214.23,92.55,23.52,82.65,97.86,65.34,1
282,228,118.5,110,53,44.9,78.34,52.47,0
282,67,70,84,32,17.65,67.59,26.91,0
283,446.5,238.5,65,25,169.5,177.93,216.67,0
283,274,191.5,74,23,132.72,140.86,165.6,1
283,121,137,64,28,134.19,156.34,130.34,0
283,356.5,74,59,28,168.96,181.65,207.74,0
283,445.52,16.53,68.59,30.96,154.31,163.48,200.04,0
284,233.43,217.96,93.31,23.71,129.69,137.25,111.69,1
284,323,151,116,46,169.87,169.94,169.75,0
285,326.5,180,61,20,182.87,184.47,179.81,1
286,36.5,279.5,73,25,37.73,56.29,41.81,0
286,194.5,204.5,71,19,115.7,133.24,87.11,1
286,47,19,94,38,198.93,224.58,197.86,0
287,238,459,146,40,168.87,168.93,168.77,0
287,265.5,379,97,36,176.47,176.47,176.47,0
287,254.5,196,69,22,177.96,177.96,177.92,1
287,347.5,181,105,50,183.8,185.81,180.37,0
288,278.49,211.89,135.7,37.97,137.81,146.1,137.78,1
288,112.5,72.5,67,29,51.81,82.79,72.44,0
288,274,15,88,30,82.82,108.75,98.02,0
289,214.5,198,83,24,126.19,136.42,108.69,1
290,198,457,56,18,162.4,164.72,157.78,0
290,286.51,223.43,77.54,22.76,92.12,103.09,99.91,1
290,208,195,68,22,137.92,162.27,140.58,0
290,416,10.5,90,21,70.94,92.24,88.57,0
291,213.5,219,71,22,126.98,127.53,92.15,1
292,268.44,223.17,79.88,21.49,60.29,74.01,65.55,1
293,262,207.5,70,21,136.08,130.45,120.66,1
294,293.5,208.5,51,21,152.76,157.03,144.68,1
294,378.5,187.5,47,23,145.47,149.12,140.68,0
294,215.5,133,119,44,94.47,116.61,104.53,0
294,453.5,103.5,51,23,147.54,153.77,135.79,0
294,394.5,94,59,26,145.99,145.99,145.98,0
294,308,74,78,32,154.16,154.24,154,0
294,125.5,25,55,24,160.64,148.39,134.93,0
295,240,208.5,66,23,63.29,78.4,54.06,1
295,299,86,78,34,104.84,115.2,116.62,0
296,235,193,68,18,104.63,111.25,106.7,1
296,115,32,54,20,23.32,143.08,80.3,0
297,393.2,445.6,125.23,52.49,169.06,177.54,169.06,0
297,240,184,102,20,153.55,157.05,151.94,1
298,260.5,256.5,91,21,145.47,141.87,123.53,1
298,259.62,80.35,105.79,48.92,134.94,137.25,163.86,0
299,255.5,215,83,22,94.71,104.17,90.55,1
300,274,188,66,22,124.8,123.97,138.95,1
302,219.5,225.5,77,21,152.07,151.22,114.07,1
302,45.5,215,91,32,143.14,199.72,166.2,0
303,112.5,437,141,38,184.55,179.66,169.75,0
303,190,406,72,34,182.23,172.05,159.9,0
303,214.88,224.64,105.01,28.9,138.19,128.27,100.19,1
303,405.5,142.5,87,33,133.22,138.63,101.79,0
304,432,451.5,84,27,124.41,158.69,104.19,0
304,405.5,411,63,28,129.02,161.73,113.01,0
304,252.5,230.5,75,23,123.07,137.2,94.34,1
305,198,205,70,22,106.12,119.01,86.37,1
306,231,167.5,72,21,138.76,139.64,137.09,1
306,169,17,84,34,169.86,170.08,170.05,0
307,222.5,207.5,127,39,108.36,114.5,88.17,1
307,147.5,138,119,54,83.81,105.9,75.22,0
307,24.5,84,49,24,88.68,95,76.79,0
308,230,266.5,66,25,104.31,91.85,64.79,0
308,246,207,56,20,98.1,107.59,79.1,1
308,417,67,58,26,176.54,180.35,169.31,0
308,379,45.5,96,41,176.53,173.77,169.28,0
308,293.5,29.5,67,27,172.13,170.41,165.59,0
309,200,233,66,22,191.41,202.66,170.5,1
309,424.5,172,65,20,77.88,78.73,63.11,0
310,197.5,185,79,20,125.79,130.51,95.1,1
310,210,117,98,34,151.67,156.48,137.9,0
310,40.5,52,81,40,191.27,212.91,190.71,0
310,361.5,14,91,28,164.02,167.97,156.56,0
311,192,228,66,22,150.73,157.59,145.52,1
311,289.5,227.5,115,43,74.26,83.17,72.94,0
311,233.5,148,65,24,105.51,113.81,112.69,0
311,409,124.5,62,23,154.34,156.61,150,0
311,334,91,82,38,74.85,74.85,74.85,0
311,430.5,81,57,22,184.18,186.76,177.46,0
312,207,234,68,22,153.67,177.98,143.37,1
312,291,228.5,90,33,133.63,145.64,135.43,0
313,248.5,214.5,73,21,132.2,134.61,116.93,1
314,163.5,310.5,71,27,106.72,126.91,102.93,0
314,228.5,217,63,20,191.17,197.44,159.98,1
314,425.9,164.2,106.44,38.91,163.9,173.9,144.82,0
315,261,171.5,62,19,173.07,167.6,183.38,1
315,351,76.5,56,27,146.21,146.21,146.21,0
315,56.5,60.5,67,27,86.59,113,78.15,0
315,408,17.5,142,35,145.61,145.61,145.61,0
316,167,196.5,56,19,132.32,131.76,107.66,1
316,443,10,72,20,42.26,46.24,35.21,0
317,38.5,462,77,34,216.47,206.54,203.24,0
317,298,248,74,24,167.57,137.09,130.32,0
317,199,239.5,58,19,161.58,124.79,111.78,1
317,57.5,27,115,36,51.42,61.77,48.31,0
317,247,14.5,104,29,103.83,133.63,96.5,0
318,421,345.5,58,23,128.11,144.66,121.58,0
318,53.5,288.5,89,29,188.41,184.51,174.4,0
318,229.5,226,59,22,73.23,85.31,42.73,1
319,430.27,451.7,110.97,33.6,77.84,83.62,76.87,0
319,384.5,372.5,71,31,55.96,82.3,52.21,0
319,197.5,213.5,73,21,129.64,110,86.68,1
320,115.58,374.24,90.24,35.47,163.06,152.5,138.3,0
320,82.5,354.5,53,23,199.12,163.19,129.67,0
320,385.5,239.5,97,33,160.62,162.95,156.23,0
320,263.95,204.57,80.57,20.85,95.41,95.41,95.41,1
321,217.5,231.5,65,27,108.68,120.21,76.67,1
321,28,124.5,56,27,24.35,129.67,74.99,0
322,265.5,393.5,59,21,150.91,150.91,150.91,0
322,227.5,209,63,22,88.36,100.39,69.25,1
322,83.5,61,57,22,91.04,126.25,112.06,0
322,76.5,8.5,79,17,125.59,157.31,164.65,0
323,262,224.5,62,19,167.93,160.36,143.62,1
323,401.5,16,155,32,173.81,173.81,173.81,0
324,434.02,190.31,99.38,38.49,114.23,134.31,130.87,0
324,283.5,171,63,24,125.11,146.42,159.39,1
324,358,130.5,52,25,120.04,143.04,139.04,0
325,341,337,80,32,143.07,164.83,145.28,0
325,247,228.5,56,25,89.79,108.58,78.05,1
325,445.02,66.89,69.27,21.81,159.02,159.02,159.02,0
325,422,14,114,28,163.65,163.65,163.65,0
326,201,465.5,72,21,38.37,68.65,60.32,0
326,37.7,460.1,90.78,31.75,36.52,48.96,45.61,0
326,40.93,308.29,84.54,29.09,31.58,47.97,45.22,0
326,292,209,90,24,172.53,172.53,172.53,1
326,49.33,178.71,117.97,47.12,68.76,77.28,76.59,0
327,370,459.5,96,39,157.86,158.23,158.18,0
327,150,413.5,66,29,91.96,90.43,88.51,0
327,142.09,214.63,129.57,40.49,123.03,129.48,118.84,1
327,261.5,201,53,24,57.4,85.42,62.87,0
327,38.5,190.5,59,25,174.31,179.8,163.9,0
327,53,127,106,36,111.67,105.18,104.74,0
328,71.97,440.67,92.74,31.69,16.38,81.87,25.91,0
328,80.5,337,99,36,15.16,66.08,24.18,0
328,203.5,332.5,71,33,163.07,176.99,172.44,0
328,321.5,209,73,30,145.56,169.16,140.58,0
328,233.5,195.5,77,21,113.02,128.56,112.86,1
328,120,195,66,26,201.45,207.86,203.61,0
328,130,166.5,56,21,226.27,228.69,226.2,0
328,433.52,129.48,92.39,37.13,130.14,157.31,104.93,0
328,359.5,70,49,22,139.35,162.47,125.27,0
328,442,14,74,28,118.44,153.52,91.86,0
329,300,400.5,92,25,158.47,169.16,171,0
329,266.5,354,69,28,114.48,99.9,80.91,0
329,159,182,70,22,122.63,113.95,78.33,1
329,350.5,9,75,18,77.05,62.05,43.05,0
330,239.9,455.2,110.91,47.85,105.24,121.32,113.88,0
330,222,200,60,20,129.75,143.67,112.92,1
331,136.5,454,61,24,234.81,234.8,234.8,0
331,249,268.5,72,17,52.73,83.68,35.99,0
331,214.5,214,69,22,40.94,67.39,15.92,1
331,55.32,76.18,116.1,47.47,14.41,77.7,12.81,0
331,302,14.5,64,27,44.58,68.61,8.84,0
332,326,440,130,36,119.31,149.9,162.99,0
332,221.5,197,91,22,42.52,67.13,48.08,1
333,430.5,421.5,97,47,162.58,182.95,166.41,0
333,234.5,233.5,63,21,113.41,119.44,85.48,1
334,251.5,415,67,26,186.63,165.49,164.16,0
334,70,420.5,120,37,200.56,192.24,193.36,0
334,35.5,377.5,61,17,94.77,88.8,89.62,0
334,244.5,203.5,79,25,130.69,123.39,109.83,1
334,412.9,44.65,97.37,48.43,151.73,159.88,134.86,0
335,252.5,195,87,18,86.66,93.4,78.09,1
335,94,160.5,76,27,89.47,137.97,104.27,0
